State,Year,Population,Expenditures for K12 (Inflation Adjusted: 2012 dollars),Students,Students per Capita,Students per Capita Index (US average = 1.0),Expenditures per Student (Inflation adjusted to 2012 dollars),"Expenditures per student, 13 year cumulative (infl adj)",Teachers,Expenditures per Teacher (adjusted for Inflation: 2012 dollars),Teacher Salary (inflation adjusted: 2012 dollars),Teacher Salaries as Percent of Current Expense of Education,Teacher Salary Index,Students Per Teacher,Income per Capita (2013 inflation),Effort: Education Spending vs State Income,Effort Per Student (Index: 1970 effort = 100),Teachers per student,"Teachers per Student, 13-year cumulative",High School Graduation Rate (from 1992 onward),NAEP Math Grade 4,NAEP Math Grade 8,NAEP Reading Grade 4,NAEP Reading Grade 8,"NAEP average of percent proficient, grades 4 and 8 Math and Reading","POVERTY: Children between 6-17 years-old, Number","POVERTY: Children between 6-17 years-old, Percent",Teacher count (BLS data),BLS teacher count vs. NCES
Mississippi,1994,2688920,2900383031,505962,0.232,1.15,5732,65173,28866,100477,40497,0.4,0.73,17.5,26198,4.33,1.17,0.057,0.712,54.6,-,-,-,-,#DIV/0!,165775,0.3,-,-
Missouri,1994,5324518,6453239137,878541,0.198,0.98,7345,86875,56606,114003,47097,0.41,0.85,15.5,33499,3.82,1.21,0.065,0.802,69.63,-,-,-,-,#DIV/0!,194543,0.21,-,-
Montana,1994,861311,1274366278,164341,0.236,1.17,7754,100511,10079,126438,43467,0.34,0.79,16.3,28587,5.45,1.45,0.061,0.816,77.52,-,-,-,-,#DIV/0!,23504,0.15,-,-
Nebraska,1994,1639013,2407468570,287100,0.212,1.05,8385,100248,19774,121749,46694,0.38,0.84,14.5,33940,4.63,1.36,0.069,0.874,79.5,-,-,-,-,#DIV/0!,43887,0.14,-,-
Nevada,1994,1499291,1790410163,250747,0.201,1,7140,87755,13414,133473,52604,0.39,0.95,18.7,38280,3.31,1.03,0.053,0.659,70.11,-,-,-,-,#DIV/0!,31801,0.14,-,-
New Hampshire,1994,1142543,1590911750,189319,0.199,0.99,8403,101355,12109,131383,52429,0.4,0.95,15.6,37928,3.9,1.23,0.064,0.817,74.25,-,-,-,-,#DIV/0!,28045,0.15,-,-
New Jersey,1994,8014336,16267346617,1174206,0.172,0.85,13854,159064,85258,190801,69594,0.36,1.26,13.8,44120,4.87,1.78,0.072,0.912,78.66,-,-,-,-,#DIV/0!,206778,0.16,-,-
New Mexico,1994,1682445,2175238689,327248,0.241,1.2,6647,82688,19025,114336,43026,0.38,0.78,17.2,28455,4.82,1.25,0.058,0.712,56.57,-,-,-,-,#DIV/0!,62688,0.19,-,-
New York,1994,18459223,34701763092,2766208,0.176,0.88,12545,154037,182273,190383,71897,0.38,1.3,15.2,41277,4.83,1.71,0.066,0.838,62.49,-,-,-,-,#DIV/0!,699216,0.24,-,-
North Carolina,1994,7187452,8212066210,1156767,0.192,0.95,7099,83244,71592,114706,46499,0.41,0.84,16.2,32732,3.67,1.2,0.062,0.731,61.48,-,-,-,-,#DIV/0!,192952,0.19,-,-
North Dakota,1994,644788,807001097,119288,0.227,1.13,6765,87837,7796,103515,39755,0.38,0.72,15.3,30573,4.33,1.19,0.065,0.839,83.19,-,-,-,-,#DIV/0!,11055,0.1,-,-
Ohio,1994,11152670,15141256180,1814290,0.194,0.96,8346,97939,109085,138802,55573,0.4,1.01,16.6,34232,4.12,1.33,0.06,0.733,66.58,-,-,-,-,#DIV/0!,378033,0.18,-,-
Oklahoma,1994,3280969,4171706195,609718,0.228,1.13,6842,81266,39406,105865,42541,0.4,0.77,15.5,29082,4.57,1.25,0.065,0.8,65.68,-,-,-,-,#DIV/0!,159724,0.24,-,-
Oregon,1994,3121291,4450680924,521945,0.201,1,8527,108692,26208,169821,58220,0.34,1.05,19.9,33630,4.45,1.39,0.05,0.699,64.8,-,-,-,-,#DIV/0!,73516,0.14,-,-
Pennsylvania,1994,12166242,17490071880,1764946,0.17,0.84,9910,121396,102988,169826,67212,0.4,1.22,17.1,35539,4.26,1.57,0.058,0.782,73.6,-,-,-,-,#DIV/0!,359175,0.18,-,-
Rhode Island,1994,1015939,1586388849,147487,0.17,0.84,10756,126316,10066,157599,61503,0.39,1.11,14.7,35375,4.66,1.72,0.068,0.872,70.25,-,-,-,-,#DIV/0!,29836,0.2,-,-
South Carolina,1994,3705318,4407948914,648725,0.212,1.05,6795,81047,39437,111772,45723,0.41,0.83,16.4,29464,4.24,1.25,0.061,0.75,57.84,-,-,-,-,#DIV/0!,158438,0.26,-,-
South Dakota,1994,730779,925029943,143482,0.244,1.21,6447,81111,9985,92642,39252,0.42,0.71,14.4,31458,4.3,1.1,0.069,0.862,77.56,-,-,-,-,#DIV/0!,25733,0.17,-,-
Tennessee,1994,5231551,5344493288,881425,0.203,1.01,6063,72488,47406,112739,49042,0.44,0.89,18.6,32044,3.34,1.03,0.054,0.661,60.4,-,-,-,-,#DIV/0!,276956,0.31,-,-
Texas,1994,18564515,26524512408,3677171,0.247,1.23,7213,86970,234213,113250,47148,0.42,0.85,15.7,31747,4.69,1.19,0.064,0.78,55.95,-,-,-,-,#DIV/0!,770326,0.22,-,-
Utah,1994,1960494,2442365622,474675,0.319,1.59,5145,61245,19524,125096,43915,0.35,0.79,24.3,28096,4.64,0.91,0.041,0.526,78.88,-,-,-,-,#DIV/0!,72835,0.16,-,-
Vermont,1994,583841,1004629488,104533,0.218,1.08,9611,119529,7566,132782,53465,0.4,0.97,13.8,32628,5.63,1.61,0.072,0.934,81.87,-,-,-,-,#DIV/0!,14536,0.15,-,-
Virginia,1994,6593143,8679834793,1060809,0.192,0.95,8182,98336,72505,119714,51322,0.43,0.93,14.6,37936,3.71,1.21,0.068,0.81,72.68,-,-,-,-,#DIV/0!,130377,0.12,-,-
Washington,1994,5375208,7756969119,938314,0.211,1.05,8267,101990,46439,167036,54590,0.33,0.99,20.2,36927,4.16,1.23,0.05,0.635,-,-,-,-,-,#DIV/0!,112093,0.12,-,-
West Virginia,1994,1820392,2654458822,310511,0.206,1.02,8549,94921,21024,126259,48237,0.38,0.87,14.8,27357,5.59,1.7,0.068,0.842,74.42,-,-,-,-,#DIV/0!,99437,0.32,-,-
Wisconsin,1994,5133651,8184652032,860581,0.201,1,9511,112326,54054,151416,56998,0.38,1.03,15.9,34599,4.9,1.52,0.063,0.801,76.89,-,-,-,-,#DIV/0!,142252,0.16,-,-
Wyoming,1994,480286,871171670,100314,0.264,1.31,8684,121407,6754,128986,47242,0.37,0.85,14.9,32794,5.79,1.37,0.067,0.88,78.55,-,-,-,-,#DIV/0!,12118,0.12,-,-
Alabama,1995,4296720,4772202095,746149,0.174,0.86,6396,71946,44056,108321,46032,0.42,0.83,16.9,30338,3.86,1.39,0.059,0.701,61.46,-,-,-,-,#DIV/0!,140964,0.19,-,-
Alaska,1995,604409,1539041864,127618,0.211,1.04,12060,179111,7379,208571,72944,0.35,1.32,17.3,39794,6.71,1.99,0.058,0.771,62.49,-,-,-,-,#DIV/0!,15453,0.13,-,-
Arizona,1995,4432557,4901220833,743566,0.202,1,6592,85475,38017,128922,47753,0.37,0.86,19.6,31460,3.72,1.16,0.051,0.682,55.73,-,-,-,-,#DIV/0!,175687,0.24,-,-
Arkansas,1995,2535434,2937738089,453257,0.218,1.08,6481,75163,26449,111072,43105,0.39,0.78,17.1,28368,4.31,1.24,0.058,0.758,67.25,-,-,-,-,#DIV/0!,77864,0.2,-,-
California,1995,31696077,40256720482,5536406,0.212,1.05,7271,98059,230849,174386,62123,0.36,1.13,24,37578,3.52,1.04,0.042,0.559,65.76,-,-,-,-,#DIV/0!,1400511,0.25,-,-
Colorado,1995,3826610,4949173793,656279,0.207,1.02,7541,99730,35388,139855,51987,0.37,0.94,18.5,37860,3.57,1.08,0.054,0.712,70.9,-,-,-,-,#DIV/0!,59962,0.09,-,-
Connecticut,1995,3324187,6430148789,517935,0.185,0.91,12415,152364,36070,178269,73876,0.41,1.34,14.4,48483,4.19,1.42,0.069,0.933,71.64,-,-,-,-,#DIV/0!,100856,0.2,-,-
Delaware,1995,729722,1069561252,108461,0.175,0.86,9861,120110,6463,165490,59586,0.36,1.08,16.8,38156,4.08,1.46,0.06,0.788,61.85,-,-,-,-,#DIV/0!,8265,0.09,-,-
District of Columbia,1995,580516,1000144753,79802,0.159,0.79,12533,158681,5305,188529,64241,0.34,1.16,15,48519,3.74,1.47,0.067,0.932,52.82,-,-,-,-,#DIV/0!,24589,0.29,-,-
Florida,1995,14537862,16907543783,2176222,0.176,0.87,7769,98738,114938,147101,48997,0.33,0.89,18.9,36183,3.43,1.22,0.053,0.731,46.65,-,-,-,-,#DIV/0!,530215,0.23,-,-
Georgia,1995,7328380,9763722044,1311126,0.218,1.08,7447,85936,79480,122845,49985,0.41,0.91,16.5,33812,4.11,1.18,0.061,0.724,55.33,-,-,-,-,#DIV/0!,247876,0.19,-,-
Hawaii,1995,1196831,1532649947,187180,0.185,0.92,8188,101405,10500,145967,52638,0.36,0.95,17.8,39296,3.46,1.17,0.056,0.658,63.74,-,-,-,-,#DIV/0!,20988,0.13,-,-
Idaho,1995,1177337,1501592565,243097,0.26,1.29,6177,69533,12784,117459,45412,0.39,0.82,19,30560,4.4,1.06,0.053,0.651,77.44,-,-,-,-,#DIV/0!,33885,0.15,-,-
Illinois,1995,12008364,15798178039,1943623,0.193,0.95,8128,101829,113538,139144,60153,0.43,1.09,17.1,39246,3.52,1.14,0.058,0.754,72.6,-,-,-,-,#DIV/0!,374773,0.18,-,-
Indiana,1995,5851569,8090703132,977263,0.2,0.99,8279,95291,55821,144940,55384,0.38,1,17.5,33521,4.34,1.35,0.057,0.724,71.58,-,-,-,-,#DIV/0!,137907,0.13,-,-
Iowa,1995,2867385,4055068817,502343,0.212,1.05,8072,99175,32318,125474,47589,0.38,0.86,15.5,32756,4.57,1.35,0.065,0.832,80.93,-,-,-,-,#DIV/0!,70895,0.14,-,-
Kansas,1995,2600970,3664281177,463008,0.217,1.07,7914,98412,30729,119245,51649,0.43,0.94,15.1,34161,4.37,1.26,0.066,0.854,72.69,-,-,-,-,#DIV/0!,87845,0.19,-,-
Kentucky,1995,3887346,4670776066,659821,0.204,1.01,7079,78238,39120,119396,48629,0.41,0.88,16.9,29390,4.3,1.32,0.059,0.723,67.56,-,-,-,-,#DIV/0!,184704,0.27,-,-
Louisiana,1995,4378803,5222076008,797366,0.223,1.1,6549,81400,46980,111155,39398,0.35,0.71,17,29715,4.18,1.18,0.059,0.731,55.02,-,-,-,-,#DIV/0!,310786,0.36,-,-
Maine,1995,1243489,1934820549,213569,0.207,1.02,9059,104946,15392,125703,48319,0.38,0.88,13.9,31790,5.19,1.57,0.072,0.898,75.9,-,-,-,-,#DIV/0!,20685,0.11,-,-
Maryland,1995,5069940,7822008978,805544,0.189,0.93,9710,120642,47819,163575,60508,0.37,1.1,16.8,41256,3.94,1.3,0.06,0.758,72.84,-,-,-,-,#DIV/0!,142347,0.19,-,-
Massachusetts,1995,6141486,9477733072,915007,0.175,0.86,10358,124790,62710,151136,62130,0.41,1.13,14.6,42688,3.79,1.35,0.068,0.885,75.45,-,-,-,-,#DIV/0!,111274,0.12,-,-
Michigan,1995,9676153,16403157610,1641456,0.204,1.01,9993,116555,83179,197203,65853,0.33,1.19,19.7,36160,4.91,1.5,0.051,0.659,66.16,-,-,-,-,#DIV/0!,310448,0.18,-,-
Minnesota,1995,4660159,7135230147,835166,0.218,1.08,8543,107245,46971,151907,54299,0.36,0.98,17.8,36931,4.31,1.23,0.056,0.748,78.57,-,-,-,-,#DIV/0!,109695,0.14,-,-
Mississippi,1995,2722637,2945945565,506272,0.228,1.13,5819,66524,28997,101595,40709,0.4,0.74,17.5,26564,4.28,1.17,0.057,0.715,56.01,-,-,-,-,#DIV/0!,133956,0.29,-,-
Missouri,1995,5378272,6673251344,889881,0.198,0.98,7499,89061,57951,115153,49013,0.43,0.89,15.4,33889,3.86,1.22,0.065,0.81,69.37,-,-,-,-,#DIV/0!,188608,0.24,-,-
Montana,1995,876549,1279648383,165547,0.233,1.15,7730,101031,10076,127000,43167,0.34,0.78,16.4,28807,5.34,1.44,0.061,0.814,80.58,-,-,-,-,#DIV/0!,20308,0.13,-,-
Nebraska,1995,1657020,2427222888,289744,0.212,1.05,8377,101836,20028,121191,46301,0.38,0.84,14.5,34501,4.52,1.33,0.069,0.878,81.35,-,-,-,-,#DIV/0!,33659,0.11,-,-
Nevada,1995,1581570,1909592204,265041,0.201,0.99,7205,89153,13878,137599,53168,0.39,0.96,19.1,38726,3.29,1.02,0.052,0.663,68.6,-,-,-,-,#DIV/0!,43158,0.17,-,-
New Hampshire,1995,1157578,1641424311,194171,0.202,1,8453,103767,12346,132952,52616,0.4,0.95,15.7,38676,3.88,1.2,0.064,0.82,75.26,-,-,-,-,#DIV/0!,23114,0.13,-,-
New Jersey,1995,8083224,16507251822,1197381,0.174,0.86,13786,163943,86706,190382,70430,0.37,1.28,13.8,45248,4.78,1.72,0.072,0.921,80.61,-,-,-,-,#DIV/0!,188237,0.14,-,-
New Mexico,1995,1720392,2234903142,329640,0.237,1.17,6780,83077,19398,115213,42740,0.37,0.77,17,29069,4.74,1.25,0.059,0.718,53.96,-,-,-,-,#DIV/0!,104769,0.29,-,-
New York,1995,18524045,34642386281,2813230,0.179,0.88,12314,156630,181559,190805,70732,0.37,1.28,15.5,42202,4.68,1.64,0.065,0.845,62.16,-,-,-,-,#DIV/0!,693426,0.23,-,-
North Carolina,1995,7344722,8222278819,1183090,0.192,0.95,6950,85354,73201,112325,44706,0.4,0.81,16.2,33383,3.52,1.15,0.062,0.743,59.49,-,-,-,-,#DIV/0!,188821,0.18,-,-
North Dakota,1995,647819,820377855,119100,0.225,1.11,6888,88174,7501,109369,39646,0.36,0.72,15.9,29660,4.52,1.26,0.063,0.841,79.79,-,-,-,-,#DIV/0!,13517,0.11,-,-
Ohio,1995,11202852,15328274245,1836015,0.196,0.97,8349,100338,107347,142792,55620,0.39,1.01,17.1,34694,4.1,1.31,0.058,0.74,67.27,-,-,-,-,#DIV/0!,429245,0.2,-,-
Oklahoma,1995,3308285,4129682862,616393,0.229,1.13,6700,81645,39364,104910,41756,0.4,0.76,15.7,29268,4.47,1.22,0.064,0.805,67.52,-,-,-,-,#DIV/0!,126980,0.21,-,-
Oregon,1995,3184380,4501861867,527914,0.199,0.98,8528,109611,26680,168735,58370,0.35,1.06,19.8,34504,4.26,1.34,0.051,0.696,65.76,-,-,-,-,#DIV/0!,87391,0.16,-,-
Pennsylvania,1995,12198141,18223748069,1787533,0.172,0.85,10195,124165,104921,173690,67751,0.39,1.23,17,36049,4.37,1.59,0.059,0.783,73.81,-,-,-,-,#DIV/0!,372310,0.19,-,-
Rhode Island,1995,1016981,1611446033,149799,0.173,0.85,10757,129269,10482,153735,61978,0.4,1.12,14.3,36228,4.61,1.67,0.07,0.879,67.48,-,-,-,-,#DIV/0!,22370,0.13,-,-
South Carolina,1995,3748660,4544121079,645586,0.208,1.03,7039,83505,39922,113825,46486,0.41,0.84,16.2,29976,4.25,1.28,0.062,0.759,52.65,-,-,-,-,#DIV/0!,112067,0.19,-,-
South Dakota,1995,737921,899311997,144685,0.244,1.2,6216,81655,9641,93280,38730,0.42,0.7,15,30912,4.22,1.08,0.067,0.864,80.62,-,-,-,-,#DIV/0!,30443,0.18,-,-
Tennessee,1995,5326932,5491077541,893770,0.202,1,6144,74048,53403,102823,48697,0.47,0.88,16.7,32851,3.28,1.02,0.06,0.673,61.22,-,-,-,-,#DIV/0!,197987,0.2,-,-
Texas,1995,18958831,27689599707,3748167,0.246,1.22,7388,88360,240371,115195,47042,0.41,0.85,15.6,32341,4.71,1.2,0.064,0.788,57.47,-,-,-,-,#DIV/0!,984479,0.26,-,-
Utah,1995,2014132,2532785227,477121,0.31,1.53,5308,61991,20039,126393,44966,0.36,0.81,23.8,28998,4.55,0.92,0.042,0.528,77.89,-,-,-,-,#DIV/0!,42315,0.1,-,-
Vermont,1995,589005,1008624647,105565,0.218,1.08,9555,122046,7676,131400,53356,0.41,0.97,13.8,33152,5.52,1.58,0.072,0.939,77.63,-,-,-,-,#DIV/0!,8586,0.09,-,-
Virginia,1995,6670703,8791659846,1079854,0.193,0.95,8142,100525,74731,117644,51146,0.43,0.93,14.4,38241,3.67,1.19,0.069,0.822,72.42,-,-,-,-,#DIV/0!,139934,0.12,-,-
Washington,1995,5481050,7905000360,956572,0.211,1.04,8264,103074,46907,168525,55646,0.33,1.01,20.4,37221,4.12,1.22,0.049,0.638,69.58,-,-,-,-,#DIV/0!,128927,0.14,-,-
West Virginia,1995,1823717,2659768495,307112,0.202,1,8661,97439,21073,126217,47270,0.37,0.86,14.6,27422,5.56,1.72,0.068,0.851,73.54,-,-,-,-,#DIV/0!,57777,0.21,-,-
Wisconsin,1995,5184895,8351631789,870175,0.202,1,9598,114856,55033,151757,56130,0.37,1.02,15.8,35005,4.89,1.52,0.063,0.807,76.44,-,-,-,-,#DIV/0!,113872,0.12,-,-
Wyoming,1995,485152,856863207,99859,0.259,1.28,8581,120944,6734,127244,46411,0.36,0.84,14.8,33038,5.61,1.36,0.068,0.881,75.72,-,-,-,-,#DIV/0!,10695,0.1,-,-
Alabama,1996,4331048,4911581249,737386,0.17,0.85,6661,74259,45035,109061,46522,0.43,0.85,16.6,30499,3.92,1.44,0.06,0.712,57.01,-,-,-,-,#DIV/0!,186511,0.23,-,-
Alaska,1996,608560,1528440846,129919,0.213,1.07,11765,175033,7418,206045,72389,0.35,1.32,17.5,39428,6.71,1.97,0.057,0.764,66.06,-,-,-,-,#DIV/0!,11227,0.08,-,-
Arizona,1996,4586877,5041741562,790103,0.208,1.04,6381,85973,40521,124423,47666,0.38,0.87,19.7,32008,3.63,1.09,0.051,0.681,54.79,-,-,-,-,#DIV/0!,181410,0.25,-,-
Arkansas,1996,2572170,2964486145,456721,0.216,1.08,6491,76955,26681,111109,42843,0.39,0.78,17.1,28830,4.21,1.22,0.058,0.762,68.9,-,-,-,-,#DIV/0!,100567,0.23,-,-
California,1996,32018339,42748536149,5513045,0.208,1.04,7754,99140,248818,171806,62136,0.36,1.13,22.9,38425,3.62,1.09,0.044,0.56,67.76,-,-,-,-,#DIV/0!,1311492,0.23,-,-
Colorado,1996,3919938,5112830984,672437,0.207,1.04,7603,100300,36398,140470,51704,0.37,0.94,18.5,38718,3.51,1.06,0.054,0.714,71.51,-,-,-,-,#DIV/0!,77522,0.11,-,-
Connecticut,1996,3336693,6464223908,523912,0.186,0.93,12338,156146,36551,176855,72073,0.41,1.31,14.4,49199,4.13,1.39,0.069,0.934,76.08,-,-,-,-,#DIV/0!,105348,0.17,-,-
Delaware,1996,740985,1127293599,110549,0.175,0.88,10197,122348,6642,169722,59224,0.35,1.08,16.6,39042,4.12,1.47,0.06,0.789,63.19,-,-,-,-,#DIV/0!,22499,0.18,-,-
District of Columbia,1996,572377,904664612,75067,0.151,0.76,12051,161347,5288,171079,64335,0.38,1.17,14.9,49761,3.35,1.39,0.067,0.936,49.67,-,-,-,-,#DIV/0!,22322,0.3,-,-
Florida,1996,14853172,17178037174,2245231,0.178,0.89,7651,100272,120471,142591,48425,0.34,0.88,18.6,36593,3.36,1.18,0.054,0.728,57.01,-,-,-,-,#DIV/0!,490865,0.22,-,-
Georgia,1996,7501144,10334263694,1346761,0.219,1.1,7673,88688,81795,126343,51514,0.41,0.94,16.5,34661,4.13,1.18,0.061,0.731,54.39,-,-,-,-,#DIV/0!,215712,0.16,-,-
Hawaii,1996,1203771,1510846677,187559,0.185,0.92,8055,102528,10576,142856,51228,0.36,0.93,17.7,37955,3.48,1.18,0.056,0.671,58.96,-,-,-,-,#DIV/0!,28877,0.14,-,-
Idaho,1996,1203074,1558766535,245377,0.256,1.28,6353,71340,13078,119190,45477,0.38,0.83,18.8,30900,4.42,1.08,0.053,0.656,78.78,-,-,-,-,#DIV/0!,34883,0.16,-,-
Illinois,1996,12102059,16751501815,1968946,0.194,0.97,8508,103871,116274,144069,61000,0.42,1.11,17,40233,3.61,1.16,0.059,0.757,77.79,-,-,-,-,#DIV/0!,420059,0.2,-,-
Indiana,1996,5905913,8654361046,978232,0.199,0.99,8847,98581,56708,152613,55134,0.36,1,17.3,34087,4.53,1.43,0.058,0.731,69.86,-,-,-,-,#DIV/0!,138528,0.14,-,-
Iowa,1996,2880013,4124816812,491649,0.206,1.03,8390,100642,32593,126555,47559,0.38,0.86,15.4,34526,4.4,1.34,0.065,0.833,79.14,-,-,-,-,#DIV/0!,88968,0.15,-,-
Kansas,1996,2614591,3671138215,458291,0.213,1.06,8010,99715,30875,118903,51221,0.43,0.93,15.1,35173,4.22,1.24,0.066,0.856,72.56,-,-,-,-,#DIV/0!,42563,0.1,-,-
Kentucky,1996,3919480,4833908477,618461,0.187,0.94,7816,81355,39331,122903,48524,0.39,0.88,16.7,30045,4.32,1.44,0.06,0.733,62.72,-,-,-,-,#DIV/0!,126727,0.2,-,-
Louisiana,1996,4398985,5356233055,794364,0.22,1.1,6743,82664,47334,113158,40516,0.36,0.74,16.8,29984,4.23,1.2,0.06,0.738,54.07,-,-,-,-,#DIV/0!,188259,0.24,-,-
Maine,1996,1249088,1961785843,209292,0.201,1.01,9373,108531,15551,126152,48310,0.38,0.88,13.7,32493,5.11,1.59,0.073,0.907,76.07,-,-,-,-,#DIV/0!,28537,0.14,-,-
Maryland,1996,5112052,7902922900,805345,0.187,0.94,9813,122819,47943,164840,58812,0.36,1.07,17.1,41588,3.91,1.31,0.058,0.761,73.54,-,-,-,-,#DIV/0!,111779,0.14,-,-
Massachusetts,1996,6179785,9785713133,930003,0.177,0.89,10522,127901,64574,151543,62611,0.41,1.14,14.5,43823,3.78,1.34,0.069,0.889,75.04,-,-,-,-,#DIV/0!,156314,0.17,-,-
Michigan,1996,9758516,16702727970,1597917,0.196,0.98,10453,119610,88051,189694,63247,0.33,1.15,19.1,36653,4.93,1.58,0.052,0.662,68.88,-,-,-,-,#DIV/0!,262640,0.14,-,-
Minnesota,1996,4712901,7271245767,830471,0.214,1.07,8756,108821,48245,150715,54277,0.36,0.99,17.6,38259,4.17,1.22,0.057,0.749,76.95,-,-,-,-,#DIV/0!,92506,0.1,-,-
Mississippi,1996,2748124,2909546836,489748,0.217,1.09,5941,67744,29293,99326,39620,0.4,0.72,17.2,27121,4.1,1.18,0.058,0.72,54.43,-,-,-,-,#DIV/0!,185436,0.35,-,-
Missouri,1996,5431441,6826136932,890615,0.196,0.98,7665,91174,59428,114864,49084,0.43,0.89,15.2,34526,3.84,1.23,0.066,0.817,70.28,-,-,-,-,#DIV/0!,85898,0.1,-,-
Montana,1996,886256,1289569404,164111,0.227,1.14,7858,101543,10268,125591,42807,0.34,0.78,16,28968,5.29,1.46,0.063,0.815,76.07,-,-,-,-,#DIV/0!,28163,0.19,-,-
Nebraska,1996,1673726,2440429358,291967,0.211,1.06,8359,103350,20174,120969,45405,0.38,0.82,14.5,36131,4.28,1.27,0.069,0.881,78.94,-,-,-,-,#DIV/0!,38384,0.12,-,-
Nevada,1996,1666311,2050149876,281509,0.203,1.02,7283,90846,14805,138477,53369,0.39,0.97,19.1,39488,3.28,1.01,0.052,0.667,70.42,-,-,-,-,#DIV/0!,31906,0.12,-,-
New Hampshire,1996,1174730,1677913602,203963,0.21,1.05,8227,105899,12692,132202,52693,0.4,0.96,15.6,39204,3.75,1.12,0.064,0.822,71.54,-,-,-,-,#DIV/0!,8659,0.05,-,-
New Jersey,1996,8149580,16825384414,1140777,0.163,0.82,14749,169557,87642,191979,70533,0.37,1.28,14,46119,4.72,1.81,0.071,0.929,78.86,-,-,-,-,#DIV/0!,129456,0.1,-,-
New Mexico,1996,1752361,2225923801,323511,0.226,1.13,6881,83945,19971,111458,42471,0.38,0.77,16.7,29120,4.61,1.27,0.06,0.724,55.01,-,-,-,-,#DIV/0!,141324,0.35,-,-
New York,1996,18588670,34641842955,2689155,0.169,0.85,12882,159532,185104,187148,70835,0.38,1.29,15.4,42983,4.58,1.69,0.065,0.85,60.76,-,-,-,-,#DIV/0!,726799,0.23,-,-
North Carolina,1996,7500599,8525560132,1209960,0.192,0.96,7046,87547,75239,113313,44629,0.39,0.81,16.1,34001,3.5,1.14,0.062,0.754,61.98,-,-,-,-,#DIV/0!,200494,0.19,-,-
North Dakota,1996,650395,825405861,120123,0.227,1.13,6871,88567,7892,104588,39607,0.38,0.72,15.2,32100,4.17,1.15,0.066,0.847,80.76,-,-,-,-,#DIV/0!,15317,0.13,-,-
Ohio,1996,11242974,15647848438,1838806,0.196,0.98,8510,102636,108515,144200,55500,0.38,1.01,17,35183,4.14,1.32,0.059,0.746,67.65,-,-,-,-,#DIV/0!,368392,0.18,-,-
Oklahoma,1996,3340209,4273606404,618452,0.227,1.14,6910,82546,39568,108007,41835,0.39,0.76,15.7,29811,4.49,1.24,0.064,0.809,66.22,-,-,-,-,#DIV/0!,149772,0.25,-,-
Oregon,1996,3247063,4550966222,536263,0.198,0.99,8486,110680,26757,170085,58457,0.34,1.06,20.1,35453,4.13,1.31,0.05,0.691,65.76,-,-,-,-,#DIV/0!,90770,0.17,-,-
Pennsylvania,1996,12220263,18324358466,1776051,0.17,0.85,10317,126927,106432,172170,67789,0.39,1.23,17,36755,4.3,1.58,0.059,0.783,74.71,-,-,-,-,#DIV/0!,350768,0.17,-,-
Rhode Island,1996,1020908,1646368931,148097,0.17,0.85,11117,132374,10656,154502,61486,0.4,1.12,14.2,36313,4.64,1.71,0.07,0.884,69,-,-,-,-,#DIV/0!,25477,0.17,-,-
South Carolina,1996,3796132,4711847106,644411,0.204,1.02,7312,85930,41463,113640,46679,0.41,0.85,15.7,30568,4.27,1.31,0.064,0.769,53.23,-,-,-,-,#DIV/0!,236476,0.32,-,-
South Dakota,1996,742199,898662696,143331,0.239,1.2,6270,82180,9625,93368,38253,0.41,0.7,14.9,32991,3.91,1.02,0.067,0.864,77.39,-,-,-,-,#DIV/0!,24083,0.17,-,-
Tennessee,1996,5416547,5924903573,871742,0.192,0.96,6797,76397,54790,108138,48294,0.45,0.88,16.5,33136,3.46,1.13,0.061,0.685,56.62,-,-,-,-,#DIV/0!,181628,0.19,-,-
Texas,1996,19340106,28824602924,3828975,0.247,1.24,7528,90144,247650,116393,46657,0.4,0.85,15.5,33103,4.68,1.19,0.065,0.795,58.38,-,-,-,-,#DIV/0!,830908,0.23,-,-
Utah,1996,2067981,2605182156,469256,0.294,1.47,5552,63200,19734,132015,45380,0.34,0.82,24.4,29863,4.43,0.94,0.041,0.529,78.55,-,-,-,-,#DIV/0!,42447,0.09,-,-
Vermont,1996,593693,1026353403,104659,0.214,1.07,9807,124640,7751,132416,53169,0.4,0.97,13.7,33656,5.47,1.6,0.073,0.942,75.44,-,-,-,-,#DIV/0!,15179,0.14,-,-
Virginia,1996,6750998,9067012204,1066961,0.188,0.94,8498,103013,74526,121662,51221,0.42,0.93,14.7,38526,3.71,1.24,0.068,0.832,73.56,-,-,-,-,#DIV/0!,161585,0.16,-,-
Washington,1996,5569757,7986528440,974504,0.212,1.06,8195,104024,48307,165329,54112,0.33,0.98,20.2,38266,3.97,1.17,0.05,0.64,68.05,-,-,-,-,#DIV/0!,134576,0.15,-,-
West Virginia,1996,1822840,2640678801,302929,0.199,1,8717,100173,20888,126421,47393,0.37,0.86,14.6,27728,5.46,1.71,0.068,0.859,74.94,-,-,-,-,#DIV/0!,66065,0.25,-,-
Wisconsin,1996,5230042,8540114236,879259,0.202,1.01,9713,117446,54769,155930,55670,0.36,1.01,16.1,35658,4.86,1.5,0.062,0.811,77.25,-,-,-,-,#DIV/0!,118683,0.12,-,-
